 &plot nbnd= 100, nks=   100 /
            0.000000  0.000000  0.000000
  -15.576  -14.348   -7.018   -3.741   -3.738   -3.128   -2.555   -2.552   -1.249    1.996
    1.997    2.308    2.312    4.463    4.683    5.383    5.771    6.960    8.252    8.334
    9.871    9.877   10.473   11.751   12.149   12.156   12.921   14.954   15.691   15.735
   15.737   15.964   16.387   16.391   18.996   19.236   20.697   21.201   22.858   22.864
   24.423   24.431   24.624   25.088   25.170   25.221   25.223   25.228   25.230   25.769
   25.941   25.947   25.959   26.431   26.478   26.485   26.928   26.963   27.079   27.087
   27.199   27.227   27.234   27.579   27.586   28.141   28.808   28.932   28.940   29.435
   29.778   29.785   29.941   29.964   29.972   30.870   30.876   30.998   31.782   32.088
   32.096   32.391   33.443   33.448   33.674   33.683   33.829   33.908   34.389   35.050
   35.054   35.347   35.513   35.519   36.368   36.681   36.947   36.947   37.586   37.592
            0.013918 -0.008035  0.000000
  -15.573  -14.346   -7.015   -3.745   -3.738   -3.146   -2.561   -2.538   -1.250    1.991
    2.002    2.300    2.304    4.470    4.687    5.396    5.778    6.964    8.268    8.338
    9.865    9.882   10.476   11.761   12.126   12.148   12.920   14.959   15.692   15.743
   15.745   15.968   16.375   16.387   19.004   19.275   20.701   21.197   22.845   22.867
   24.088   24.353   24.808   24.845   25.147   25.148   25.154   25.294   25.355   25.785
   25.950   25.968   25.989   26.383   26.476   26.600   26.643   26.975   27.023   27.049
   27.300   27.325   27.387   27.643   27.693   28.343   28.709   28.832   28.852   29.477
   29.547   29.862   29.905   29.943   30.287   30.842   30.937   31.040   31.905   32.004
   32.025   32.352   33.401   33.498   33.550   33.639   33.911   34.048   34.391   35.070
   35.087   35.345   35.451   35.544   36.383   36.509   36.939   37.182   37.564   37.573
            0.027836 -0.016071  0.000000
  -15.564  -14.341   -7.005   -3.767   -3.729   -3.194   -2.576   -2.503   -1.252    1.975
    2.021    2.265    2.291    4.487    4.699    5.434    5.800    6.975    8.312    8.349
    9.833    9.913   10.485   11.788   12.038   12.146   12.919   14.969   15.630   15.769
   15.837   15.979   16.340   16.376   19.025   19.386   20.714   21.186   22.790   22.893
   23.635   24.189   24.400   24.675   24.993   25.000   25.379   25.385   25.460   25.602
   25.864   25.890   26.178   26.332   26.457   26.556   26.782   26.836   26.991   27.201
   27.218   27.470   27.687   27.918   27.977   28.410   28.673   28.736   28.792   29.125
   29.545   29.766   30.053   30.239   30.330   30.974   31.101   31.134   31.798   31.862
   32.179   32.313   33.043   33.546   33.636   33.665   33.997   34.192   34.414   35.135
   35.185   35.278   35.316   35.631   36.353   36.416   36.924   37.504   37.527   37.535
            0.041753 -0.024106  0.000000
  -15.549  -14.332   -6.988   -3.803   -3.713   -3.264   -2.603   -2.456   -1.256    1.949
    2.052    2.209    2.270    4.516    4.719    5.493    5.839    6.994    8.367    8.385
    9.782    9.965   10.499   11.830   11.905   12.143   12.914   14.973   15.536   15.811
   15.991   15.996   16.282   16.364   19.061   19.560   20.737   21.167   22.698   22.932
   23.164   23.969   23.991   24.382   24.699   24.800   25.208   25.501   25.598   25.649
   25.730   25.815   25.848   26.515   26.582   26.594   26.744   26.911   27.117   27.240
   27.424   27.663   27.796   28.169   28.311   28.399   28.482   28.658   28.754   29.234
   29.599   29.667   30.157   30.275   30.486   31.119   31.283   31.312   31.651   31.762
   32.286   32.393   32.807   33.416   33.640   33.806   34.184   34.185   34.458   35.039
   35.245   35.254   35.321   35.808   36.324   36.437   36.913   37.410   37.524   37.798
            0.055671 -0.032142  0.000000
  -15.528  -14.320   -6.966   -3.852   -3.691   -3.348   -2.638   -2.404   -1.262    1.917
    2.095    2.134    2.242    4.553    4.748    5.567    5.899    7.020    8.391    8.483
