#  E (eV)   dos(E)     Int dos(E) EFermi =    0.000 eV
  -5.160  0.2093E+02  0.7353E+02
  -5.060  0.2172E+02  0.7570E+02
  -4.960  0.2235E+02  0.7794E+02
  -4.860  0.2277E+02  0.8022E+02
  -4.760  0.2299E+02  0.8252E+02
  -4.660  0.2301E+02  0.8482E+02
  -4.560  0.2286E+02  0.8710E+02
  -4.460  0.2254E+02  0.8936E+02
  -4.360  0.2212E+02  0.9157E+02
  -4.260  0.2162E+02  0.9373E+02
  -4.160  0.2110E+02  0.9584E+02
  -4.060  0.2062E+02  0.9790E+02
  -3.960  0.2024E+02  0.9993E+02
  -3.860  0.2000E+02  0.1019E+03
  -3.760  0.1993E+02  0.1039E+03
  -3.660  0.2005E+02  0.1059E+03
  -3.560  0.2035E+02  0.1080E+03
  -3.460  0.2077E+02  0.1100E+03
  -3.360  0.2127E+02  0.1122E+03
  -3.260  0.2176E+02  0.1143E+03
  -3.160  0.2219E+02  0.1166E+03
  -3.060  0.2250E+02  0.1188E+03
  -2.960  0.2264E+02  0.1211E+03
  -2.860  0.2262E+02  0.1233E+03
  -2.760  0.2244E+02  0.1256E+03
  -2.660  0.2214E+02  0.1278E+03
  -2.560  0.2177E+02  0.1300E+03
  -2.460  0.2136E+02  0.1321E+03
  -2.360  0.2094E+02  0.1342E+03
  -2.260  0.2051E+02  0.1362E+03
  -2.160  0.2005E+02  0.1383E+03
  -2.060  0.1954E+02  0.1402E+03
  -1.960  0.1894E+02  0.1421E+03
  -1.860  0.1820E+02  0.1439E+03
  -1.760  0.1729E+02  0.1456E+03
  -1.660  0.1619E+02  0.1473E+03
  -1.560  0.1491E+02  0.1488E+03
  -1.460  0.1348E+02  0.1501E+03
  -1.360  0.1193E+02  0.1513E+03
  -1.260  0.1033E+02  0.1523E+03
  -1.160  0.8746E+01  0.1532E+03
  -1.060  0.7236E+01  0.1539E+03
  -0.960  0.5864E+01  0.1545E+03
  -0.860  0.4682E+01  0.1550E+03
  -0.760  0.3725E+01  0.1554E+03
  -0.660  0.3014E+01  0.1557E+03
  -0.560  0.2554E+01  0.1559E+03
  -0.460  0.2334E+01  0.1561E+03
  -0.360  0.2327E+01  0.1564E+03
  -0.260  0.2501E+01  0.1566E+03
  -0.160  0.2814E+01  0.1569E+03
  -0.060  0.3228E+01  0.1572E+03
   0.040  0.3711E+01  0.1576E+03
   0.140  0.4247E+01  0.1580E+03
   0.240  0.4837E+01  0.1585E+03
   0.340  0.5503E+01  0.1591E+03
   0.440  0.6282E+01  0.1597E+03
   0.540  0.7220E+01  0.1604E+03
   0.640  0.8358E+01  0.1613E+03
   0.740  0.9724E+01  0.1622E+03
   0.840  0.1132E+02  0.1634E+03
   0.940  0.1312E+02  0.1647E+03
   1.040  0.1507E+02  0.1662E+03
   1.140  0.1708E+02  0.1679E+03
   1.240  0.1907E+02  0.1698E+03
   1.340  0.2092E+02  0.1719E+03
   1.440  0.2253E+02  0.1741E+03
   1.540  0.2380E+02  0.1765E+03
   1.640  0.2464E+02  0.1790E+03
   1.740  0.2499E+02  0.1815E+03
   1.840  0.2478E+02  0.1840E+03
   1.940  0.2402E+02  0.1864E+03
   2.040  0.2272E+02  0.1886E+03
   2.140  0.2095E+02  0.1907E+03
   2.240  0.1881E+02  0.1926E+03
   2.340  0.1641E+02  0.1942E+03
   2.440  0.1390E+02  0.1956E+03
   2.540  0.1142E+02  0.1968E+03
   2.640  0.9091E+01  0.1977E+03
   2.740  0.7002E+01  0.1984E+03
   2.840  0.5215E+01  0.1989E+03
   2.940  0.3752E+01  0.1993E+03
   3.040  0.2606E+01  0.1995E+03
   3.140  0.1747E+01  0.1997E+03
   3.240  0.1129E+01  0.1998E+03
   3.340  0.7030E+00  0.1999E+03
   3.440  0.4218E+00  0.1999E+03
   3.540  0.2438E+00  0.2000E+03
   3.640  0.1356E+00  0.2000E+03
   3.740  0.7260E-01  0.2000E+03
   3.840  0.3740E-01  0.2000E+03
   3.940  0.1853E-01  0.2000E+03
   4.040  0.8834E-02  0.2000E+03
   4.140  0.4049E-02  0.2000E+03
   4.240  0.1784E-02  0.2000E+03
   4.340  0.7561E-03  0.2000E+03
   4.440  0.3080E-03  0.2000E+03
   4.540  0.1206E-03  0.2000E+03
