 &plot nbnd= 100, nks=   100 /
            0.000000  0.000000  0.000000
   -2.761   -2.757   -2.687   -2.649   -2.616   -2.526   -2.478   -2.287   -2.272   -2.193
   -2.174   -2.137   -2.048   -1.986   -1.528   -1.267   -1.265   -1.124    0.203    0.206
    1.057    1.062    1.174    1.234    1.349    1.382    1.425    1.548    1.606    1.663
    1.745    1.749    1.857    1.894    2.016    2.076    2.137    2.225    2.273    2.455
            0.168572 -0.097325  0.000000
  -15.573  -14.579  -14.413  -14.408  -14.300  -14.044  -13.957  -13.867  -13.756  -13.720
  -13.630  -13.490  -13.423  -13.334  -13.298  -13.115  -13.019   -7.041   -7.011   -6.867
   -6.851   -6.771   -6.738   -6.566   -6.506   -6.427   -6.285   -6.256   -6.007   -5.815
   -5.749   -5.475   -5.420   -5.354   -5.326   -5.290   -5.251   -5.224   -5.205   -5.068
   -4.919   -4.848   -4.746   -4.496   -4.432   -4.325   -4.200   -4.084   -4.053   -3.891
   -3.886   -3.701   -3.514   -3.471   -3.396   -3.221   -3.112   -3.029   -2.900   -2.883
   -2.763   -2.757   -2.699   -2.666   -2.636   -2.551   -2.474   -2.280   -2.261   -2.178
   -2.158   -2.123   -2.032   -1.969   -1.527   -1.280   -1.278   -1.130    0.207    0.211
    1.068    1.074    1.160    1.225    1.346    1.381    1.422    1.559    1.614    1.683
    1.759    1.766    1.860    1.901    2.013    2.087    2.127    2.226    2.253    2.435
            0.182620 -0.105436  0.000000
  -15.565  -14.608  -14.419  -14.411  -14.304  -14.027  -13.940  -13.866  -13.756  -13.725
  -13.629  -13.480  -13.412  -13.334  -13.305  -13.119  -13.024   -7.058   -7.008   -6.868
   -6.852   -6.768   -6.738   -6.557   -6.502   -6.421   -6.311   -6.279   -6.027   -5.826
   -5.761   -5.461   -5.398   -5.343   -5.313   -5.277   -5.237   -5.219   -5.190   -5.066
   -4.915   -4.830   -4.724   -4.499   -4.442   -4.322   -4.218   -4.102   -4.070   -3.906
   -3.893   -3.687   -3.535   -3.479   -3.394   -3.209   -3.113   -3.027   -2.897   -2.874
   -2.771   -2.770   -2.700   -2.678   -2.655   -2.575   -2.468   -2.273   -2.249   -2.164
